id,name,type,size,gender,age,colors_primary,colors_secondary,breeds
69816108,Molly,Dog,Medium,Female,Baby,Red / Chestnut / Orange,Merle (Red),Australian Cattle Dog / Blue Heeler
69816106,Hank,Dog,Large,Male,Young,null,null,German Shepherd Dog
69816104,Bianca,Dog,Medium,Female,Adult,null,null,Mixed Breed
69816100,Blaze,Dog,Medium,Male,Baby,Black,Brindle,American Staffordshire Terrier
69816093,Paisley,Dog,Medium,Female,Young,null,null,Terrier
69816092,Moose,Dog,Medium,Male,Senior,null,null,Mixed Breed
69816084,NORA - 3 mo. old gentle quiet smart curious baby,Dog,Large,Female,Baby,Yellow / Tan / Blond / Fawn,null,Labrador Retriever
69816083,Bubba,Dog,Large,Male,Young,Black,null,Terrier
69816079,Willow,Dog,Medium,Female,Young,null,null,Great Pyrenees
69816075,Jilly,Dog,Large,Female,Baby,null,null,Great Dane
69816074,Jolly,Dog,Large,Female,Baby,null,null,Great Dane
69816071,Buddy,Dog,Small,Male,Adult,null,null,Terrier
69816070,Bubba and Cadence,Dog,Small,Male,Senior,Tricolor (Brown/ Black/ & White),null,Border Terrier
69816065,SOPHIE,Dog,Medium,Female,Adult,Tricolor (Brown/ Black/ & White),null,Pit Bull Terrier
69816063,TI,Dog,Medium,Male,Young,Black,White / Cream,Mixed Breed
69816059,Daphne,Dog,Small,Female,Adult,White / Cream,null,Mixed Breed
69816060,Dakota,Dog,Small,Female,Adult,White / Cream,null,Mixed Breed
69816054,Betty Lou,Dog,Medium,Female,Adult,Black,Yellow / Tan / Blond / Fawn,German Shepherd Dog
69816053,Kiwi,Dog,Medium,Female,Young,Yellow / Tan / Blond / Fawn,null,Shepherd
69816051,Theodore ,Dog,Small,Male,Baby,Tricolor (Brown/ Black/ & White),null,Beagle
69816050,Birdie,Dog,Medium,Female,Adult,Yellow / Tan / Blond / Fawn,null,Pit Bull Terrier
69816049,River,Dog,Medium,Female,Adult,Black,null,Chow Chow
69816048,Grayson,Dog,Large,Male,Baby,Gray / Blue / Silver,White / Cream,Pit Bull Terrier
69816046,Browning,Dog,Small,Male,Baby,Brown / Chocolate,null,Shiba Inu
69816026,LATTE,Dog,Large,Female,Adult,Yellow / Tan / Blond / Fawn,White / Cream,Pit Bull Terrier
69816030,Dancer,Dog,Medium,Female,Baby,Black,White / Cream,Mixed Breed
69816034,Blitzen,Dog,Medium,Male,Baby,Gray / Blue / Silver,Brown / Chocolate,Mixed Breed
69816035,Rudolph,Dog,Medium,Male,Baby,Gray / Blue / Silver,null,Mixed Breed
69816041,Dasher,Dog,Medium,Female,Baby,Black,White / Cream,Mixed Breed
69816042,Cupid,Dog,Medium,Female,Baby,Black,White / Cream,Mixed Breed
69816031,Jasper,Dog,Large,Male,Adult,White / Cream,Black,Mixed Breed
69816039,Comet,Dog,Medium,Male,Baby,Black,null,Mixed Breed
69816038,Sugar,Dog,Medium,Female,Adult,Brown / Chocolate,null,Mixed Breed
69816044,Asher,Dog,Medium,Male,Young,Brown / Chocolate,Yellow / Tan / Blond / Fawn,Mixed Breed
69816033,Hot Cocoa,Dog,Medium,Female,Baby,Brown / Chocolate,White / Cream,Mixed Breed
69816045,Prancer,Dog,Medium,Female,Baby,Black,White / Cream,Mixed Breed
69816028,Sven,Dog,Medium,Male,Baby,Apricot / Beige,null,Mixed Breed
69816032,Kristoff,Dog,Medium,Male,Baby,Gray / Blue / Silver,null,Mixed Breed
69816036,Elsa,Dog,Medium,Female,Baby,Black,White / Cream,Mixed Breed
69816040,Anna,Dog,Medium,Female,Baby,White / Cream,null,Mixed Breed
69816027,Cherry Cordial,Dog,Medium,Female,Baby,Black,White / Cream,Mixed Breed
69816037,Gingerbread Man,Dog,Medium,Male,Baby,Black,Brown / Chocolate,Mixed Breed
69816029,Peppermint Bark,Dog,Medium,Male,Baby,White / Cream,Brown / Chocolate,Mixed Breed
69816022,Glacier,Dog,Small,Male,Adult,Apricot / Beige,null,Poodle
69816011,Ariel,Dog,Medium,Female,Adult,Black,White / Cream,Pit Bull Terrier
69816008,Mopey,Dog,Medium,Male,Baby,null,null,Mixed Breed
69816007,Sharla - EXT JA,Dog,Medium,Female,Young,White / Cream,Yellow / Tan / Blond / Fawn,Shar-Pei
69816006,Kristoff,Dog,Small,Male,Adult,Yellow / Tan / Blond / Fawn,Apricot / Beige,Yorkshire Terrier
69816005,Tarmac,Dog,Medium,Male,Senior,null,null,Pit Bull Terrier
69816003,Losco,Dog,Medium,Male,Adult,Yellow / Tan / Blond / Fawn,null,Mixed Breed
69816004,Cloud 9,Dog,Large,Male,Adult,Golden,null,Mixed Breed
69815997,Jed,Dog,Large,Male,Baby,Black,null,Great Pyrenees
69815992,Ariel,Dog,Medium,Female,Adult,Black,White / Cream,Pit Bull Terrier
69815980,Molly ,Dog,Large,Female,Baby,Brindle,null,Pit Bull Terrier
69815983,Reya the little ray a' sunshine,Dog,Medium,Female,Baby,Brindle,null,Pit Bull Terrier
69815981,Vernon,Dog,Medium,Male,Young,Black,null,Spaniel
69815975,Pumpkin,Dog,Small,Male,Baby,Tricolor (Brown/ Black/ & White),null,Beagle
69815976,Jared,Dog,Large,Male,Baby,White / Cream,null,Great Pyrenees
69815972,Olive,Dog,Medium,Female,Adult,Gray / Blue / Silver,null,Labrador Retriever
69815971,Parker,Dog,Small,Male,Young,Yellow / Tan / Blond / Fawn,White / Cream,Terrier
69815970,Gremlin,Dog,Small,Male,Senior,Yellow / Tan / Blond / Fawn,White / Cream,Mixed Breed
69815966,Umbreon,Dog,Medium,Male,Baby,Black,White / Cream,Mixed Breed
69815965,Leafeon,Dog,Medium,Female,Baby,White / Cream,null,Mixed Breed
69815962,Sissy Bear,Dog,Small,Female,Adult,null,null,Poodle
69815948,Jasmine,Dog,Large,Female,Baby,Apricot / Beige,null,Labrador Retriever
69815950,Daisy,Dog,Small,Female,Young,null,null,Poodle
69815946,Little Man,Dog,Medium,Male,Baby,Black,White / Cream,Boxer
69815944,Pierre,Dog,Small,Male,Baby,null,null,Poodle
69815942,Drew,Dog,Small,Male,Baby,null,null,Poodle
69815938,Shay,Dog,Small,Female,Baby,null,null,Poodle
69815941,Gaylord,Dog,Small,Male,Baby,null,null,Poodle
69815943,Marcel,Dog,Small,Male,Baby,null,null,Poodle
69815940,Andy,Dog,Small,Male,Baby,null,null,Poodle
69815939,Miriam,Dog,Small,Female,Baby,null,null,Poodle
69815936,Aramis,Dog,Small,Male,Baby,null,null,Poodle
69815935,Dion,Dog,Small,Male,Baby,null,null,Poodle
69815937,Josie,Dog,Small,Female,Baby,null,null,Poodle
69815932,Jingles the senior snuggler,Dog,Small,Female,Senior,White / Cream,null,Terrier
69815931,Pudge,Dog,Medium,Male,Adult,null,null,American Bulldog
69815928,ELVIS 3 months old/ 2 pounds,Dog,Small,Male,Baby,White / Cream,Black,Chihuahua
69815922,Ariel,Dog,Medium,Female,Adult,Black,White / Cream,Pit Bull Terrier
69815921,Plum,Dog,Small,Female,Baby,null,null,Mixed Breed
69815920,Rusty,Dog,Medium,Male,Young,Merle (Red),Red / Chestnut / Orange,American Bulldog
69815915,23-11-3683 Harley,Dog,Large,Male,Adult,null,null,Labrador Retriever
69815878,Dana,Dog,Medium,Female,Adult,Black,White / Cream,Boxer
69815863,Rusty,Dog,Small,Male,Baby,null,null,Chihuahua
69815860,Nora,Dog,Medium,Female,Young,Black,White / Cream,Pit Bull Terrier
69815859,Gretchen,Dog,Small,Female,Baby,Yellow / Tan / Blond / Fawn,null,Norfolk Terrier
69815858,Charlie,Dog,Small,Male,Adult,Gray / Blue / Silver,null,Havanese
69814857,BILLY MADISON,Dog,Medium,Male,Baby,Apricot / Beige,Yellow / Tan / Blond / Fawn,Mountain Cur
69815853,Cady,Dog,Small,Female,Baby,Yellow / Tan / Blond / Fawn,Golden,Norfolk Terrier
69815852,Nomade,Dog,Large,Male,Young,null,null,Mixed Breed
69815832,Ariel,Dog,Medium,Female,Adult,Black,White / Cream,Pit Bull Terrier
69815821,Clyde,Dog,Large,Male,Adult,null,null,Retriever
69815819,Cimba,Dog,Small,Male,Young,null,null,Chihuahua
69815817,54844226,Dog,Extra Large,Male,Adult,null,null,German Shepherd Dog
69815818,apples,Dog,Small,Female,Adult,null,null,Labrador Retriever
69815816,Bonnie,Dog,Large,Female,Adult,null,null,Retriever
69815811,Thorne,Dog,Medium,Male,Adult,null,null,American Staffordshire Terrier
69815808,Tiffany,Dog,Large,Female,Adult,null,null,Mixed Breed
69815807,Mango,Dog,Large,Female,Adult,null,null,Labrador Retriever
69815803,Pumpkin,Dog,Small,Female,Adult,null,null,Boston Terrier
69814820,HUBIE,Dog,Medium,Male,Baby,Yellow / Tan / Blond / Fawn,Golden,Mountain Cur
69815788,Pippa,Dog,Medium,Female,Adult,null,null,Terrier
69815785,Johnny,Dog,Large,Male,Baby,null,null,Siberian Husky
69815784,Dandelion - ADOPTED,Dog,Small,Female,Adult,null,null,Mixed Breed
69815783,Perty Girl,Dog,Large,Female,Adult,null,null,Labrador Retriever
69815782,Knoxville,Dog,Large,Male,Young,null,null,Anatolian Shepherd
69815781,Ursula-Available @Petsmart 12/2! www.lhar.dog to apply! ,Dog,Medium,Female,Baby,null,null,Hound
69815780,Waldorf,Dog,Small,Male,Adult,null,null,Dachshund
69815770,Cody - EXT JA,Dog,Small,Male,Young,Golden,White / Cream,Chihuahua
69815769,Unity-@Petsmart 12/2! www.lhar.dog to apply! ,Dog,Medium,Female,Baby,null,null,Hound
69814779,VERONICA VAUGHN,Dog,Medium,Female,Baby,Brindle,null,Mountain Cur
69815768,Urban-Available 12/2 @Petsmart! www.lhar.dog to apply! ,Dog,Medium,Male,Baby,null,null,Hound
69814748,HAPPY GILMORE,Dog,Medium,Male,Baby,Yellow / Tan / Blond / Fawn,Golden,Mountain Cur
69815764,Maverick,Dog,Large,Male,Adult,null,null,Pit Bull Terrier
69815763,Remy,Dog,Medium,Male,Baby,Brown / Chocolate,null,Labrador Retriever
69815759,Kit Kat,Dog,Medium,Male,Baby,null,null,Shepherd
69815758,Milano,Dog,Large,Male,Baby,null,null,Husky
69815752,Couscous,Dog,Medium,Female,Young,null,null,Pit Bull Terrier
69815750,Lacy,Dog,Medium,Female,Young,null,null,German Shepherd Dog
69815749,Valerie-Available! www.lhar.dog to apply! ,Dog,Medium,Female,Baby,null,null,Coonhound
69815747,Maki,Dog,Medium,Female,Baby,null,null,German Shepherd Dog
69815748,Chicken Sandwich,Dog,Medium,Female,Young,null,null,American Staffordshire Terrier
69815741,Varro-Available! www.lhar.dog to apply! ,Dog,Medium,Male,Baby,null,null,Coonhound
69814938,BOBBY BOUCHER,Dog,Medium,Male,Baby,Brindle,Yellow / Tan / Blond / Fawn,Mountain Cur
69815735,Stitch // 59272,Dog,Medium,Male,Adult,Yellow / Tan / Blond / Fawn,null,Pit Bull Terrier
69815727,Vinnie-Available! www.lhar.dog to apply! ,Dog,Medium,Male,Baby,null,null,Coonhound
69815726,Vito-Available! www.lhar.dog to apply! ,Dog,Medium,Male,Baby,null,null,Coonhound
69815724,Vanessa-Available! www.lhar.dog to apply! ,Dog,Medium,Female,Baby,null,null,Coonhound
69815721,Vivian-Available! www.lhar.dog to apply! ,Dog,Medium,Female,Baby,null,null,Coonhound
69815718,Vanna-Available-www.lhar.dog to apply! ,Dog,Medium,Female,Baby,null,null,Coonhound
69815717,Hart,Dog,Medium,Male,Adult,Yellow / Tan / Blond / Fawn,White / Cream,Mixed Breed
69815712,Gino,Dog,Small,Male,Senior,Black,Bicolor,Dachshund
69815711,Mac,Dog,Small,Male,Baby,Tricolor (Brown/ Black/ & White),null,Hound
69815708,Oliver,Dog,Small,Male,Adult,Brown / Chocolate,null,Wirehaired Terrier
69815707,Nugget,Dog,Small,Male,Adult,White / Cream,null,Shih Tzu
69815697,Dozer,Dog,Small,Male,Baby,Brindle,null,Mountain Cur
69815695,Shawna-Available! www.lhar.dog to apply! ,Dog,Medium,Female,Baby,null,null,Shepherd
69815693,Milo,Dog,Small,Male,Baby,null,null,Australian Shepherd
69815692,Max,Dog,Small,Male,Baby,null,null,Australian Shepherd
69815690,Skylar-Available! www.lhar.dog to apply! ,Dog,Medium,Female,Baby,null,null,Shepherd
69815688,EVA 3 months 1.5 pounds,Dog,Small,Female,Baby,White / Cream,Apricot / Beige,Chihuahua
69815685,Seleste-Available! www.lhar.dog to apply! ,Dog,Medium,Female,Baby,null,null,Shepherd
69815680,Sally-Available! www.lhar.dog to apply! ,Dog,Medium,Female,Baby,null,null,Shepherd
69815678,Dixie,Dog,Large,Female,Adult,null,null,Labrador Retriever
69815669,Sully-Available! www.lhar.dog to apply! ,Dog,Medium,Male,Baby,null,null,Shepherd
69815667,Teeko,Dog,Small,Male,Senior,Yellow / Tan / Blond / Fawn,null,Chihuahua
69815660,Sampson,Dog,Extra Large,Male,Senior,null,null,Saint Bernard
69815659,Sebastian-Available! www.lhar.dog to apply! ,Dog,Medium,Male,Baby,null,null,Shepherd
69815654,Ozai,Dog,Medium,Male,Young,Black,null,Labrador Retriever
69815639,Peach,Dog,Large,Female,Adult,Apricot / Beige,Red / Chestnut / Orange,Chow Chow
69815638,Rocky - EXT JA,Dog,Large,Male,Adult,White / Cream,Yellow / Tan / Blond / Fawn,Boxer
69815637,Tammy ,Dog,Small,Female,Adult,White / Cream,Black,Miniature Schnauzer
69815635,Blake Dec 15th/16th & 17th ,Dog,Medium,Male,Baby,null,null,Husky
69815632,Blondie Howard,Dog,Small,Female,Senior,Red / Chestnut / Orange,White / Cream,Beagle
69815631,Diana,Dog,Small,Female,Young,White / Cream,Black,Papillon
69815629,Hugo,Dog,Medium,Male,Baby,Gray / Blue / Silver,White / Cream,Pit Bull Terrier
69815628,Ralph,Dog,Large,Female,Senior,Black,null,Boxer
69815623,Stallone-Available! www.lhar.dog to apply! ,Dog,Medium,Male,Baby,null,null,Shepherd
69815619,Violet,Dog,Small,Female,Young,Yellow / Tan / Blond / Fawn,null,Chihuahua
69815572,Piper Dec 15th/16th & 17th ,Dog,Medium,Female,Baby,null,null,Rottweiler
69815617,Absol,Dog,Small,Male,Young,Black,null,Pomeranian
69815615,Hugo,Dog,Medium,Male,Baby,Gray / Blue / Silver,White / Cream,Pit Bull Terrier
69815616,Stevie-Available! www.lhar.dog to apply! ,Dog,Medium,Male,Baby,null,null,Shepherd
69815614,Grace ,Dog,Small,Female,Adult,White / Cream,Gray / Blue / Silver,Havanese
69815602,Mocha,Dog,Medium,Female,Adult,Brown / Chocolate,null,American Bully
69815611,Little Rikki,Dog,Small,Male,Adult,Yellow / Tan / Blond / Fawn,Golden,Chihuahua
69815612,Suzie-Available! www.lhar.dog to apply! ,Dog,Medium,Female,Baby,null,null,Shepherd
69815608,chase needs forever home ,Dog,Large,Female,Adult,Black,White / Cream,Bernedoodle
69815603,Rascal,Dog,Small,Female,Senior,Apricot / Beige,White / Cream,Cairn Terrier
69815604,Pumpkin ,Dog,Small,Female,Adult,White / Cream,null,Havanese
69815600,Monty,Dog,Large,Male,Adult,White / Cream,Golden,English Bulldog
69815598,Zion,Dog,Small,Male,Young,Black,null,Cocker Spaniel
69815596,OSCAR,Dog,Small,Male,Young,White / Cream,null,West Highland White Terrier / Westie
69815595,Wayside CC,Dog,Small,Female,Senior,Tricolor (Brown/ Black/ & White),null,Beagle
69815594,Blue,Dog,Medium,Male,Young,null,null,American Bully
69815592,Acorn,Dog,Small,Female,Adult,White / Cream,null,Havanese
69815593,Bella,Dog,Small,Female,Baby,null,null,Australian Shepherd
69815590,Floyd,Dog,Medium,Male,Adult,Gray / Blue / Silver,null,American Staffordshire Terrier
69815588,vino needs a forever home ,Dog,Small,Male,Adult,null,null,Australian Shepherd
69815573,Hugo,Dog,Medium,Male,Baby,Gray / Blue / Silver,White / Cream,Pit Bull Terrier
69815569,LAURENT,Dog,Medium,Male,Young,null,null,Pit Bull Terrier
69815567,ELLIE MAY,Dog,Medium,Female,Young,null,null,Pit Bull Terrier
69815568,MORRISSEY,Dog,Large,Male,Young,null,null,Pit Bull Terrier
69815562,ROCKO,Dog,Large,Female,Young,null,null,Pit Bull Terrier
69815558,REMI,Dog,Medium,Male,Adult,null,null,Siberian Husky
69815554,ROXY,Dog,Large,Female,Adult,null,null,American Bulldog
69815552,TINA,Dog,Large,Female,Adult,null,null,German Shepherd Dog
69815557,DEEBO,Dog,Extra Large,Male,Young,null,null,Anatolian Shepherd
69815549,FURCULES,Dog,Large,Male,Adult,null,null,Pit Bull Terrier
69815537,Fred & George (to be adopted separately),Dog,Extra Large,Male,Baby,Black,White / Cream,Great Dane
69815533,LORAX,Dog,Medium,Male,Adult,null,null,Mixed Breed
69815532,TOMMY,Dog,Medium,Male,Senior,null,null,Australian Shepherd
69815523,LUNA AVALIZ RIVERA,Dog,Small,Female,Young,null,null,English Bulldog
69631929,Christmas,Dog,Small,Male,Senior,Black,null,Shih Tzu
69815512,Trevor-Available! www.lhar.dog to apply! ,Dog,Medium,Male,Baby,null,null,Shepherd
69815510,BERNY,Dog,Medium,Male,Young,null,null,Weimaraner
69815511,HERBERT,Dog,Medium,Male,Young,null,null,German Shepherd Dog
69815509,SWEET THANG,Dog,Medium,Female,Adult,null,null,Australian Shepherd
69815508,LITTLE MAN,Dog,Medium,Male,Adult,null,null,Doberman Pinscher
69815506,BEAN,Dog,Small,Male,Young,null,null,Labrador Retriever
69815494,Pecan ,Dog,Small,Female,Adult,White / Cream,null,Havanese
69815503,FIESTY,Dog,Large,Female,Young,null,null,Maremma Sheepdog
69815498,VELA,Dog,Large,Female,Adult,null,null,Siberian Husky
69815499,DUNE,Dog,Medium,Male,Young,null,null,Pit Bull Terrier
69815502,TOBY,Dog,Medium,Male,Adult,null,null,German Shepherd Dog
69815493,SMILEY,Dog,Medium,Female,Young,null,null,Mixed Breed
69815472,A512408,Dog,Small,Female,Adult,null,null,French Bulldog
69815471,YETI,Dog,Large,Male,Adult,null,null,Siberian Husky
69815470,LADY,Dog,Large,Female,Young,null,null,Pit Bull Terrier
69815469,MAX,Dog,Medium,Male,Senior,null,null,Pit Bull Terrier
69815461,CAOS,Dog,Large,Male,Adult,null,null,Pit Bull Terrier
69815454,ALLSPICE,Dog,Large,Male,Young,null,null,Pit Bull Terrier
69815447,WATSON,Dog,Small,Male,Young,null,null,Pointer
69815450,JIMMY,Dog,Small,Male,Baby,null,null,Staffordshire Bull Terrier
69815446,Dog,Dog,Medium,Female,Adult,null,null,Australian Cattle Dog / Blue Heeler
69815437,FISHWICH,Dog,Large,Male,Young,null,null,Labrador Retriever
69815429,Oreo Beaufort,Dog,Medium,Male,Young,Black,White / Cream,Beagle
69815439,JACK,Dog,Large,Male,Young,null,null,German Shepherd Dog
69815441,JILL,Dog,Large,Female,Young,null,null,German Shepherd Dog
69815434,GHOST,Dog,Medium,Male,Young,null,null,Alaskan Malamute
69815421,Tucker-Available! www.lhar.dog to apply! ,Dog,Medium,Male,Baby,null,null,Shepherd
69815411,Timmy-Available! www.lhar.dog to apply! ,Dog,Medium,Male,Baby,null,null,Shepherd
69815408,Tina-Available! www.lhar.dog to apply! ,Dog,Medium,Female,Baby,null,null,Shepherd
69815403,Hugo,Dog,Medium,Male,Baby,Gray / Blue / Silver,White / Cream,Pit Bull Terrier
69815404,Trinity-Available! www.lhar.dog to apply! ,Dog,Medium,Female,Baby,null,null,Shepherd
69815400,Moonpie Beaufort,Dog,Medium,Male,Young,Brown / Chocolate,White / Cream,Beagle
69815401,Tiffany-Available! www.lhar.dog to apply! ,Dog,Medium,Female,Baby,null,null,Shepherd
69815398,Talia-Available! www.lhar.dog to apply! ,Dog,Medium,Female,Baby,null,null,Shepherd
69815395,Taylor-Available! www.lhar.com to apply! ,Dog,Medium,Female,Baby,null,null,Shepherd
69815389,Minnie,Dog,Medium,Female,Baby,Brown / Chocolate,White / Cream,Mixed Breed
69815078,Heath,Dog,Small,Male,Baby,null,null,Chihuahua
69815173,KitKat,Dog,Small,Female,Baby,null,null,Chihuahua
69815376,FRIDA,Dog,Small,Female,Young,Black,White / Cream,Jack Russell Terrier
69815374,PupPup Charles,Dog,Small,Male,Young,Tricolor (Brown/ Black/ & White),null,Beagle
69815306,Marshmallow,Dog,Small,Female,Baby,null,null,Chihuahua
69815370,Copy of Hammer,Dog,Medium,Male,Adult,null,null,Chihuahua
69815140,Twix,Dog,Small,Female,Baby,null,null,Chihuahua
69815367,Yule,Dog,Medium,Male,Adult,Black,Brown / Chocolate,Australian Shepherd
69815366,Mosby,Dog,Medium,Male,Adult,Black,White / Cream,Border Collie
69815247,Skittles,Dog,Small,Female,Baby,null,null,Chihuahua
69815363,Pumpkin Pie,Dog,Medium,Female,Adult,null,null,Yorkshire Terrier
69815053,Snickers,Dog,Small,Male,Baby,null,null,Chihuahua
69815356,Tasha,Dog,Medium,Female,Adult,Brown / Chocolate,null,Mixed Breed
69815318,Blake,Dog,Large,Male,Young,Black,null,Black Labrador Retriever
69815310,Marvel,Dog,Medium,Female,Adult,Yellow / Tan / Blond / Fawn,null,American Bully
69815304,Nikko coming soon,Dog,Medium,Male,Young,Brindle,null,Dutch Shepherd
69815299,Betty,Dog,Small,Female,Adult,Black,Yellow / Tan / Blond / Fawn,Lancashire Heeler
69815296,Peppermint Mocha,Dog,Medium,Female,Adult,Gray / Blue / Silver,White / Cream,Mixed Breed
69815291,Chowder ,Dog,Large,Male,Young,Gray / Blue / Silver,White / Cream,Pit Bull Terrier
69815280,Calli,Dog,Medium,Female,Adult,Black,White / Cream,Border Collie
69815251,Rossy Darling,Dog,Medium,Male,Adult,Red / Chestnut / Orange,White / Cream,Pit Bull Terrier
69815264,Foxy,Dog,Medium,Female,Adult,Red / Chestnut / Orange,null,Vizsla
69815286,Sundance,Dog,Large,Female,Adult,null,Yellow / Tan / Blond / Fawn,Pit Bull Terrier
69815265,Charlie,Dog,Large,Male,Adult,Yellow / Tan / Blond / Fawn,White / Cream,Hound
69815259,Tylen,Dog,Medium,Male,Young,White / Cream,Yellow / Tan / Blond / Fawn,Australian Terrier
69815260,Wander,Dog,Medium,Female,Young,Yellow / Tan / Blond / Fawn,null,Chihuahua
69815266,Yang,Dog,Large,Female,Adult,Yellow / Tan / Blond / Fawn,White / Cream,Hound
69815279,Diesel,Dog,Small,Male,Senior,White / Cream,null,Bichon Frise
69815272,Yin,Dog,Large,Male,Adult,Yellow / Tan / Blond / Fawn,White / Cream,Hound
69815284,Ubon,Dog,Small,Female,Young,White / Cream,null,Australian Cattle Dog / Blue Heeler
69815252,Undine,Dog,Small,Female,Young,White / Cream,null,Australian Cattle Dog / Blue Heeler
69815258,Ursula,Dog,Medium,Female,Young,White / Cream,null,Australian Cattle Dog / Blue Heeler
69815281,Monroe,Dog,Medium,Female,Adult,Red / Chestnut / Orange,null,Hound
69815276,Buddy,Dog,Medium,Male,Adult,Black,null,Australian Cattle Dog / Blue Heeler
69815285,Tessa,Dog,Medium,Female,Young,White / Cream,Black,Australian Terrier
69815250,Jeanie,Dog,Large,Female,Young,White / Cream,null,American Bulldog
69815243,54844045,Dog,Medium,Female,Young,null,null,Pit Bull Terrier
69815239,Wink,Dog,Medium,Female,Adult,null,null,Hound
69815230,Raven,Dog,Medium,Female,Baby,null,null,Pit Bull Terrier
69815229,Pizzelle,Dog,Medium,Female,Adult,null,null,Terrier
69815228,Prince Louie,Dog,Medium,Male,Adult,null,null,Basenji
69815227,Apollo,Dog,Large,Male,Adult,null,null,Rottweiler
69815225,Hogan,Dog,Large,Male,Adult,null,null,Mixed Breed
69815221,Statler,Dog,Small,Male,Adult,null,null,Chihuahua
69815217,Dusty,Dog,Medium,Male,Adult,null,null,Terrier
69815216,Willowmena,Dog,Medium,Female,Adult,null,null,Terrier
69815212,LaMaya,Dog,Medium,Female,Adult,null,null,Mixed Breed
69815213,Tink,Dog,Medium,Male,Adult,null,null,Mixed Breed
69815214,Bella,Dog,Medium,Female,Adult,null,null,Mixed Breed
69815211,Bolt,Dog,Medium,Male,Adult,null,null,Terrier
69815209,Max,Dog,Small,Male,Senior,null,null,Chihuahua
69815210,Mizzy,Dog,Medium,Female,Young,null,null,Mixed Breed
69815207,Turkey,Dog,Medium,Male,Senior,null,null,Terrier
69815208,Dion,Dog,Medium,Male,Adult,null,null,Carolina Dog
69815197,Ceci,Dog,Small,Female,Adult,Black,null,Chiweenie
69815196,Sugar,Dog,Large,Female,Adult,White / Cream,null,Great Pyrenees
69815189,Buster,Dog,Medium,Male,Young,null,null,Labrador Retriever
69815039,Barkley,Dog,Medium,Male,Adult,null,null,Beagle
69815183,Baxter (CP),Dog,Large,Male,Adult,Yellow / Tan / Blond / Fawn,null,Labrador Retriever
69815181,Judith,Dog,Medium,Female,Adult,null,null,Pit Bull Terrier
69815177,Chia,Dog,Medium,Female,Adult,null,null,Shiba Inu
69815176,Yan,Dog,Medium,Female,Adult,null,null,Miniature Poodle
69815171,Lieutenant Dan GCH,Dog,Small,Male,Young,null,null,Basset Hound
69815166,Millie,Dog,Medium,Female,Adult,White / Cream,Black,American Staffordshire Terrier
69815164,Irene ,Dog,Large,Female,Baby,Tricolor (Brown/ Black/ & White),Black,Labrador Retriever
69815163,Espeon A160471,Dog,Medium,Female,Young,Bicolor,null,Beagle
69815159,Plum,Dog,Medium,Female,Adult,Brown / Chocolate,null,Terrier
69815154,Meadow -Adoption Pending,Dog,Medium,Female,Adult,Gray / Blue / Silver,Brindle,Pit Bull Terrier
69815145,Molly,Dog,Medium,Female,Baby,Red / Chestnut / Orange,White / Cream,Husky
69815136,Harley,Dog,Small,Male,Adult,Yellow / Tan / Blond / Fawn,White / Cream,Chihuahua
69815135,OTIS less than 20 pounds/ born May 2023,Dog,Medium,Male,Baby,Yellow / Tan / Blond / Fawn,Apricot / Beige,Nova Scotia Duck Tolling Retriever
69815134,Boots and Star-Belle,Dog,Small,Male,Adult,null,null,Chihuahua
69815125,Cheddar,Dog,Medium,Male,Adult,Gray / Blue / Silver,White / Cream,American Staffordshire Terrier
69815124,Tilin,Dog,Medium,Male,Young,Brown / Chocolate,null,Australian Cattle Dog / Blue Heeler
69815123,Lorelei,Dog,Medium,Female,Baby,Brown / Chocolate,White / Cream,Mixed Breed
69815121,Winston -- doodle  -- available for adoption ,Dog,Small,Male,Baby,Apricot / Beige,White / Cream,Poodle
69815117,Julia - Miniature Perfection,Dog,Medium,Female,Baby,Black,White / Cream,Pit Bull Terrier
69815113,Blue,Dog,Medium,Male,Adult,null,null,Pit Bull Terrier
69815112,Chester *Deaf*,Dog,Medium,Male,Young,White / Cream,null,Beagle
69815109,Patches ,Dog,Small,Female,Baby,Merle (Blue),null,Dachshund
69815108,RED,Dog,Medium,Male,Young,null,null,Australian Cattle Dog / Blue Heeler
69815106,Zazu *Sponsored*,Dog,Medium,Female,Adult,Gray / Blue / Silver,null,American Staffordshire Terrier
69815101,Missy Melba,Dog,Small,Female,Adult,White / Cream,Gray / Blue / Silver,Chinese Crested Dog
69815095,Effy,Dog,Small,Female,Adult,null,null,Maltese
69815096,Sen,Dog,Small,Female,Adult,null,null,Maltese
69815097,Carla,Dog,Small,Female,Young,null,null,Pembroke Welsh Corgi
69815094,Tucker Astro,Dog,Medium,Male,Baby,Yellow / Tan / Blond / Fawn,Black,Labrador Retriever
69815093,Memphis,Dog,Medium,Female,Adult,null,null,Pit Bull Terrier
69815091,Autumn,Dog,Large,Female,Adult,null,null,Hound
69815089,Apollo- courtesy,Dog,Medium,Male,Adult,null,null,Pit Bull Terrier
69815086,Ms Piggy,Dog,Medium,Female,Adult,Brown / Chocolate,White / Cream,Mixed Breed
69815084,Kermit,Dog,Medium,Male,Adult,Brindle,null,Mixed Breed
69815083,Kenya,Dog,Medium,Female,Adult,Black,White / Cream,Pit Bull Terrier
